water_system_name,variable,variable_type,variable_group_type,value
RIVER'S EDGE MARINA & RESORT,Native American,Percent,Population,0
RIVER'S EDGE MARINA & RESORT,Asian,Percent,Population,0
RIVER'S EDGE MARINA & RESORT,Pacific Islander,Percent,Population,0
RIVER'S EDGE MARINA & RESORT,Other / Multiple,Percent,Population,3.63
RIVER'S EDGE MARINA & RESORT,Poverty - Total Assessed,Count,Population,0
RIVER'S EDGE MARINA & RESORT,Poverty - Below Level,Count,Population,0
RIVER'S EDGE MARINA & RESORT,Poverty - Above Level,Count,Population,0
RIVER'S EDGE MARINA & RESORT,Poverty Rate,Percent,Population,35.94
RIVER'S EDGE MARINA & RESORT,Total Households,Count,Households,0
RIVER'S EDGE MARINA & RESORT,Income Below 10k,Count,Households,0
RIVER'S EDGE MARINA & RESORT,Income 10k-15k,Count,Households,0
RIVER'S EDGE MARINA & RESORT,Income 15k-20k,Count,Households,0
RIVER'S EDGE MARINA & RESORT,Income 20k-25k,Count,Households,0
RIVER'S EDGE MARINA & RESORT,Income 25k-30k,Count,Households,0
RIVER'S EDGE MARINA & RESORT,Income 30k-35k,Count,Households,0
RIVER'S EDGE MARINA & RESORT,Income 35k-40k,Count,Households,0
RIVER'S EDGE MARINA & RESORT,Income 40k-45k,Count,Households,0
RIVER'S EDGE MARINA & RESORT,Income 45k-50k,Count,Households,0
RIVER'S EDGE MARINA & RESORT,Income 50k-60k,Count,Households,0
RIVER'S EDGE MARINA & RESORT,Income 60k-75k,Count,Households,0
RIVER'S EDGE MARINA & RESORT,Income 75k-100k,Count,Households,0
RIVER'S EDGE MARINA & RESORT,Income 100k-125k,Count,Households,0
RIVER'S EDGE MARINA & RESORT,Income 125k-150k,Count,Households,0
RIVER'S EDGE MARINA & RESORT,Income 150k-200k,Count,Households,0
RIVER'S EDGE MARINA & RESORT,Income Above 200k,Count,Households,0
RIVER'S EDGE MARINA & RESORT,Income 0-25k,Count,Households,0
RIVER'S EDGE MARINA & RESORT,Income 25k-50k,Count,Households,0
RIVER'S EDGE MARINA & RESORT,Income 50k-75k,Count,Households,0
RIVER'S EDGE MARINA & RESORT,Income 0-50k,Count,Households,0
RIVER'S EDGE MARINA & RESORT,Income 50k-100k,Count,Households,0
RIVER'S EDGE MARINA & RESORT,Income 100k-150k,Count,Households,0
RIVER'S EDGE MARINA & RESORT,Mortgage - Total,Count,Households,0
RIVER'S EDGE MARINA & RESORT,Mortgage - Housing Costs Over 30% Income,Count,Households,0
RIVER'S EDGE MARINA & RESORT,Mortgage - Housing Costs Over 50% Income,Count,Households,0
RIVER'S EDGE MARINA & RESORT,No Mortgage - Total,Count,Households,0
RIVER'S EDGE MARINA & RESORT,No Mortgage - Housing Costs Over 30% Income,Count,Households,0
RIVER'S EDGE MARINA & RESORT,No Mortgage - Housing Costs Over 50% Income,Count,Households,0
RIVER'S EDGE MARINA & RESORT,Rent - Total,Count,Households,0
RIVER'S EDGE MARINA & RESORT,Rent - Housing Costs Over 30% Income,Count,Households,0
RIVER'S EDGE MARINA & RESORT,Rent - Housing Costs Over 50% Income,Count,Households,0
RIVER'S EDGE MARINA & RESORT,All Households - Housing Costs Over 30% Income,Percent,Households,28.02
RIVER'S EDGE MARINA & RESORT,All Households - Housing Costs Over 50% Income,Percent,Households,23.19
RIVER'S EDGE MARINA & RESORT,Average Household Size,Hh Weighted,Household Weighted,1.79
RIVER'S EDGE MARINA & RESORT,Median Household Income,Hh Weighted,Household Weighted,38125
RIVER'S EDGE MARINA & RESORT,Per Capita Income,Pop Weighted,Population Weighted,33103
SAC CITY MOBILE HOME COMMUNITY LP,Total Population,Count,Population,229
SAC CITY MOBILE HOME COMMUNITY LP,Hispanic / Latino,Count,Population,82
SAC CITY MOBILE HOME COMMUNITY LP,White,Count,Population,17
SAC CITY MOBILE HOME COMMUNITY LP,Black / African American,Count,Population,7
SAC CITY MOBILE HOME COMMUNITY LP,Native American,Count,Population,0
SAC CITY MOBILE HOME COMMUNITY LP,Asian,Count,Population,123
SAC CITY MOBILE HOME COMMUNITY LP,Pacific Islander,Count,Population,0
SAC CITY MOBILE HOME COMMUNITY LP,Other / Multiple,Count,Population,0
SAC CITY MOBILE HOME COMMUNITY LP,Hispanic / Latino,Percent,Population,35.66
SAC CITY MOBILE HOME COMMUNITY LP,White,Percent,Population,7.5
SAC CITY MOBILE HOME COMMUNITY LP,Black / African American,Percent,Population,3.27
SAC CITY MOBILE HOME COMMUNITY LP,Native American,Percent,Population,0
SAC CITY MOBILE HOME COMMUNITY LP,Asian,Percent,Population,53.57
SAC CITY MOBILE HOME COMMUNITY LP,Pacific Islander,Percent,Population,0
SAC CITY MOBILE HOME COMMUNITY LP,Other / Multiple,Percent,Population,0
SAC CITY MOBILE HOME COMMUNITY LP,Poverty - Total Assessed,Count,Population,229
SAC CITY MOBILE HOME COMMUNITY LP,Poverty - Below Level,Count,Population,110
SAC CITY MOBILE HOME COMMUNITY LP,Poverty - Above Level,Count,Population,119
SAC CITY MOBILE HOME COMMUNITY LP,Poverty Rate,Percent,Population,48.14
SAC CITY MOBILE HOME COMMUNITY LP,Total Households,Count,Households,89
SAC CITY MOBILE HOME COMMUNITY LP,Income Below 10k,Count,Households,11
SAC CITY MOBILE HOME COMMUNITY LP,Income 10k-15k,Count,Households,16
SAC CITY MOBILE HOME COMMUNITY LP,Income 15k-20k,Count,Households,9
SAC CITY MOBILE HOME COMMUNITY LP,Income 20k-25k,Count,Households,10
SAC CITY MOBILE HOME COMMUNITY LP,Income 25k-30k,Count,Households,8
SAC CITY MOBILE HOME COMMUNITY LP,Income 30k-35k,Count,Households,0
SAC CITY MOBILE HOME COMMUNITY LP,Income 35k-40k,Count,Households,0
SAC CITY MOBILE HOME COMMUNITY LP,Income 40k-45k,Count,Households,4
SAC CITY MOBILE HOME COMMUNITY LP,Income 45k-50k,Count,Households,2
SAC CITY MOBILE HOME COMMUNITY LP,Income 50k-60k,Count,Households,7
SAC CITY MOBILE HOME COMMUNITY LP,Income 60k-75k,Count,Households,1
SAC CITY MOBILE HOME COMMUNITY LP,Income 75k-100k,Count,Households,13
SAC CITY MOBILE HOME COMMUNITY LP,Income 100k-125k,Count,Households,4
SAC CITY MOBILE HOME COMMUNITY LP,Income 125k-150k,Count,Households,4
SAC CITY MOBILE HOME COMMUNITY LP,Income 150k-200k,Count,Households,0
SAC CITY MOBILE HOME COMMUNITY LP,Income Above 200k,Count,Households,0
SAC CITY MOBILE HOME COMMUNITY LP,Income 0-25k,Count,Households,46
SAC CITY MOBILE HOME COMMUNITY LP,Income 25k-50k,Count,Households,14
SAC CITY MOBILE HOME COMMUNITY LP,Income 50k-75k,Count,Households,8
SAC CITY MOBILE HOME COMMUNITY LP,Income 0-50k,Count,Households,60
SAC CITY MOBILE HOME COMMUNITY LP,Income 50k-100k,Count,Households,21
SAC CITY MOBILE HOME COMMUNITY LP,Income 100k-150k,Count,Households,8
SAC CITY MOBILE HOME COMMUNITY LP,Mortgage - Total,Count,Households,4
SAC CITY MOBILE HOME COMMUNITY LP,Mortgage - Housing Costs Over 30% Income,Count,Households,2
SAC CITY MOBILE HOME COMMUNITY LP,Mortgage - Housing Costs Over 50% Income,Count,Households,2
SAC CITY MOBILE HOME COMMUNITY LP,No Mortgage - Total,Count,Households,15
SAC CITY MOBILE HOME COMMUNITY LP,No Mortgage - Housing Costs Over 30% Income,Count,Households,2
SAC CITY MOBILE HOME COMMUNITY LP,No Mortgage - Housing Costs Over 50% Income,Count,Households,0
SAC CITY MOBILE HOME COMMUNITY LP,Rent - Total,Count,Households,71
SAC CITY MOBILE HOME COMMUNITY LP,Rent - Housing Costs Over 30% Income,Count,Households,41
SAC CITY MOBILE HOME COMMUNITY LP,Rent - Housing Costs Over 50% Income,Count,Households,30
SAC CITY MOBILE HOME COMMUNITY LP,All Households - Housing Costs Over 30% Income,Percent,Households,48.95
SAC CITY MOBILE HOME COMMUNITY LP,All Households - Housing Costs Over 50% Income,Percent,Households,35.43
SAC CITY MOBILE HOME COMMUNITY LP,Average Household Size,Hh Weighted,Household Weighted,2.53
SAC CITY MOBILE HOME COMMUNITY LP,Median Household Income,Hh Weighted,Household Weighted,22380
SAC CITY MOBILE HOME COMMUNITY LP,Per Capita Income,Pop Weighted,Population Weighted,16689
SACRAMENTO SUBURBAN WATER DISTRICT,Total Population,Count,Population,193126
SACRAMENTO SUBURBAN WATER DISTRICT,Hispanic / Latino,Count,Population,43047
SACRAMENTO SUBURBAN WATER DISTRICT,White,Count,Population,97872
SACRAMENTO SUBURBAN WATER DISTRICT,Black / African American,Count,Population,17684
SACRAMENTO SUBURBAN WATER DISTRICT,Native American,Count,Population,834
SACRAMENTO SUBURBAN WATER DISTRICT,Asian,Count,Population,20602
SACRAMENTO SUBURBAN WATER DISTRICT,Pacific Islander,Count,Population,624
SACRAMENTO SUBURBAN WATER DISTRICT,Other / Multiple,Count,Population,12464
SACRAMENTO SUBURBAN WATER DISTRICT,Hispanic / Latino,Percent,Population,22.29
SACRAMENTO SUBURBAN WATER DISTRICT,White,Percent,Population,50.68
SACRAMENTO SUBURBAN WATER DISTRICT,Black / African American,Percent,Population,9.16
SACRAMENTO SUBURBAN WATER DISTRICT,Native American,Percent,Population,0.43
SACRAMENTO SUBURBAN WATER DISTRICT,Asian,Percent,Population,10.67
SACRAMENTO SUBURBAN WATER DISTRICT,Pacific Islander,Percent,Population,0.32
SACRAMENTO SUBURBAN WATER DISTRICT,Other / Multiple,Percent,Population,6.45
SACRAMENTO SUBURBAN WATER DISTRICT,Poverty - Total Assessed,Count,Population,190984
SACRAMENTO SUBURBAN WATER DISTRICT,Poverty - Below Level,Count,Population,33399
SACRAMENTO SUBURBAN WATER DISTRICT,Poverty - Above Level,Count,Population,157585
SACRAMENTO SUBURBAN WATER DISTRICT,Poverty Rate,Percent,Population,17.49
SACRAMENTO SUBURBAN WATER DISTRICT,Total Households,Count,Households,72505
SACRAMENTO SUBURBAN WATER DISTRICT,Income Below 10k,Count,Households,3817
SACRAMENTO SUBURBAN WATER DISTRICT,Income 10k-15k,Count,Households,3001
SACRAMENTO SUBURBAN WATER DISTRICT,Income 15k-20k,Count,Households,3069
SACRAMENTO SUBURBAN WATER DISTRICT,Income 20k-25k,Count,Households,2884
SACRAMENTO SUBURBAN WATER DISTRICT,Income 25k-30k,Count,Households,3205
SACRAMENTO SUBURBAN WATER DISTRICT,Income 30k-35k,Count,Households,3100
SACRAMENTO SUBURBAN WATER DISTRICT,Income 35k-40k,Count,Households,3337
SACRAMENTO SUBURBAN WATER DISTRICT,Income 40k-45k,Count,Households,2893
SACRAMENTO SUBURBAN WATER DISTRICT,Income 45k-50k,Count,Households,2342
SACRAMENTO SUBURBAN WATER DISTRICT,Income 50k-60k,Count,Households,5541
SACRAMENTO SUBURBAN WATER DISTRICT,Income 60k-75k,Count,Households,6792
SACRAMENTO SUBURBAN WATER DISTRICT,Income 75k-100k,Count,Households,10037
SACRAMENTO SUBURBAN WATER DISTRICT,Income 100k-125k,Count,Households,6480
SACRAMENTO SUBURBAN WATER DISTRICT,Income 125k-150k,Count,Households,4342
SACRAMENTO SUBURBAN WATER DISTRICT,Income 150k-200k,Count,Households,5488
SACRAMENTO SUBURBAN WATER DISTRICT,Income Above 200k,Count,Households,6177
SACRAMENTO SUBURBAN WATER DISTRICT,Income 0-25k,Count,Households,12771
SACRAMENTO SUBURBAN WATER DISTRICT,Income 25k-50k,Count,Households,14878
SACRAMENTO SUBURBAN WATER DISTRICT,Income 50k-75k,Count,Households,12333
SACRAMENTO SUBURBAN WATER DISTRICT,Income 0-50k,Count,Households,27649
SACRAMENTO SUBURBAN WATER DISTRICT,Income 50k-100k,Count,Households,22370
SACRAMENTO SUBURBAN WATER DISTRICT,Income 100k-150k,Count,Households,10822
SACRAMENTO SUBURBAN WATER DISTRICT,Mortgage - Total,Count,Households,23467
SACRAMENTO SUBURBAN WATER DISTRICT,Mortgage - Housing Costs Over 30% Income,Count,Households,7204
SACRAMENTO SUBURBAN WATER DISTRICT,Mortgage - Housing Costs Over 50% Income,Count,Households,2837
SACRAMENTO SUBURBAN WATER DISTRICT,No Mortgage - Total,Count,Households,12037
SACRAMENTO SUBURBAN WATER DISTRICT,No Mortgage - Housing Costs Over 30% Income,Count,Households,2087
SACRAMENTO SUBURBAN WATER DISTRICT,No Mortgage - Housing Costs Over 50% Income,Count,Households,1160
SACRAMENTO SUBURBAN WATER DISTRICT,Rent - Total,Count,Households,37001
SACRAMENTO SUBURBAN WATER DISTRICT,Rent - Housing Costs Over 30% Income,Count,Households,21072
SACRAMENTO SUBURBAN WATER DISTRICT,Rent - Housing Costs Over 50% Income,Count,Households,10274
SACRAMENTO SUBURBAN WATER DISTRICT,All Households - Housing Costs Over 30% Income,Percent,Households,41.88
SACRAMENTO SUBURBAN WATER DISTRICT,All Households - Housing Costs Over 50% Income,Percent,Households,19.68
SACRAMENTO SUBURBAN WATER DISTRICT,Average Household Size,Hh Weighted,Household Weighted,2.635470822506937
SACRAMENTO SUBURBAN WATER DISTRICT,Median Household Income,Hh Weighted,Household Weighted,73746.51448559026
SACRAMENTO SUBURBAN WATER DISTRICT,Per Capita Income,Pop Weighted,Population Weighted,35321.17943972356
SAN JUAN WATER DISTRICT,Total Population,Count,Population,30122
SAN JUAN WATER DISTRICT,Hispanic / Latino,Count,Population,3409
SAN JUAN WATER DISTRICT,White,Count,Population,21349
SAN JUAN WATER DISTRICT,Black / African American,Count,Population,831
SAN JUAN WATER DISTRICT,Native American,Count,Population,287
SAN JUAN WATER DISTRICT,Asian,Count,Population,2762
SAN JUAN WATER DISTRICT,Pacific Islander,Count,Population,17
SAN JUAN WATER DISTRICT,Other / Multiple,Count,Population,1467
SAN JUAN WATER DISTRICT,Hispanic / Latino,Percent,Population,11.32
SAN JUAN WATER DISTRICT,White,Percent,Population,70.87
SAN JUAN WATER DISTRICT,Black / African American,Percent,Population,2.76
SAN JUAN WATER DISTRICT,Native American,Percent,Population,0.95
SAN JUAN WATER DISTRICT,Asian,Percent,Population,9.17
SAN JUAN WATER DISTRICT,Pacific Islander,Percent,Population,0.06
SAN JUAN WATER DISTRICT,Other / Multiple,Percent,Population,4.87
SAN JUAN WATER DISTRICT,Poverty - Total Assessed,Count,Population,30014
SAN JUAN WATER DISTRICT,Poverty - Below Level,Count,Population,1718
SAN JUAN WATER DISTRICT,Poverty - Above Level,Count,Population,28297
SAN JUAN WATER DISTRICT,Poverty Rate,Percent,Population,5.72
SAN JUAN WATER DISTRICT,Total Households,Count,Households,10750
SAN JUAN WATER DISTRICT,Income Below 10k,Count,Households,389
SAN JUAN WATER DISTRICT,Income 10k-15k,Count,Households,168
SAN JUAN WATER DISTRICT,Income 15k-20k,Count,Households,100
SAN JUAN WATER DISTRICT,Income 20k-25k,Count,Households,275
SAN JUAN WATER DISTRICT,Income 25k-30k,Count,Households,128
SAN JUAN WATER DISTRICT,Income 30k-35k,Count,Households,160
SAN JUAN WATER DISTRICT,Income 35k-40k,Count,Households,111
SAN JUAN WATER DISTRICT,Income 40k-45k,Count,Households,133
SAN JUAN WATER DISTRICT,Income 45k-50k,Count,Households,127
SAN JUAN WATER DISTRICT,Income 50k-60k,Count,Households,472
SAN JUAN WATER DISTRICT,Income 60k-75k,Count,Households,684
SAN JUAN WATER DISTRICT,Income 75k-100k,Count,Households,984
SAN JUAN WATER DISTRICT,Income 100k-125k,Count,Households,854
SAN JUAN WATER DISTRICT,Income 125k-150k,Count,Households,876
SAN JUAN WATER DISTRICT,Income 150k-200k,Count,Households,1032
SAN JUAN WATER DISTRICT,Income Above 200k,Count,Households,4256
SAN JUAN WATER DISTRICT,Income 0-25k,Count,Households,932
SAN JUAN WATER DISTRICT,Income 25k-50k,Count,Households,658
SAN JUAN WATER DISTRICT,Income 50k-75k,Count,Households,1156
SAN JUAN WATER DISTRICT,Income 0-50k,Count,Households,1591
SAN JUAN WATER DISTRICT,Income 50k-100k,Count,Households,2141
SAN JUAN WATER DISTRICT,Income 100k-150k,Count,Households,1730
SAN JUAN WATER DISTRICT,Mortgage - Total,Count,Households,6210
SAN JUAN WATER DISTRICT,Mortgage - Housing Costs Over 30% Income,Count,Households,1754
SAN JUAN WATER DISTRICT,Mortgage - Housing Costs Over 50% Income,Count,Households,724
SAN JUAN WATER DISTRICT,No Mortgage - Total,Count,Households,2883
SAN JUAN WATER DISTRICT,No Mortgage - Housing Costs Over 30% Income,Count,Households,528
SAN JUAN WATER DISTRICT,No Mortgage - Housing Costs Over 50% Income,Count,Households,357
SAN JUAN WATER DISTRICT,Rent - Total,Count,Households,1658
SAN JUAN WATER DISTRICT,Rent - Housing Costs Over 30% Income,Count,Households,726
SAN JUAN WATER DISTRICT,Rent - Housing Costs Over 50% Income,Count,Households,339
SAN JUAN WATER DISTRICT,All Households - Housing Costs Over 30% Income,Percent,Households,27.98
SAN JUAN WATER DISTRICT,All Households - Housing Costs Over 50% Income,Percent,Households,13.21
SAN JUAN WATER DISTRICT,Average Household Size,Hh Weighted,Household Weighted,2.7838582261197615
SAN JUAN WATER DISTRICT,Median Household Income,Hh Weighted,Household Weighted,160696.10105741228
SAN JUAN WATER DISTRICT,Per Capita Income,Pop Weighted,Population Weighted,72978.42336271124
SCWA - ARDEN PARK VISTA,Total Population,Count,Population,8086
SCWA - ARDEN PARK VISTA,Hispanic / Latino,Count,Population,990
SCWA - ARDEN PARK VISTA,White,Count,Population,6016
SCWA - ARDEN PARK VISTA,Black / African American,Count,Population,270
SCWA - ARDEN PARK VISTA,Native American,Count,Population,12
SCWA - ARDEN PARK VISTA,Asian,Count,Population,396
SCWA - ARDEN PARK VISTA,Pacific Islander,Count,Population,8
SCWA - ARDEN PARK VISTA,Other / Multiple,Count,Population,395
SCWA - ARDEN PARK VISTA,Hispanic / Latino,Percent,Population,12.24
SCWA - ARDEN PARK VISTA,White,Percent,Population,74.4
SCWA - ARDEN PARK VISTA,Black / African American,Percent,Population,3.33
SCWA - ARDEN PARK VISTA,Native American,Percent,Population,0.15
SCWA - ARDEN PARK VISTA,Asian,Percent,Population,4.9
SCWA - ARDEN PARK VISTA,Pacific Islander,Percent,Population,0.1
SCWA - ARDEN PARK VISTA,Other / Multiple,Percent,Population,4.88
SCWA - ARDEN PARK VISTA,Poverty - Total Assessed,Count,Population,8038
SCWA - ARDEN PARK VISTA,Poverty - Below Level,Count,Population,523
SCWA - ARDEN PARK VISTA,Poverty - Above Level,Count,Population,7515
SCWA - ARDEN PARK VISTA,Poverty Rate,Percent,Population,6.51
SCWA - ARDEN PARK VISTA,Total Households,Count,Households,3303
SCWA - ARDEN PARK VISTA,Income Below 10k,Count,Households,79
SCWA - ARDEN PARK VISTA,Income 10k-15k,Count,Households,36
SCWA - ARDEN PARK VISTA,Income 15k-20k,Count,Households,48
SCWA - ARDEN PARK VISTA,Income 20k-25k,Count,Households,77
SCWA - ARDEN PARK VISTA,Income 25k-30k,Count,Households,65
SCWA - ARDEN PARK VISTA,Income 30k-35k,Count,Households,38
SCWA - ARDEN PARK VISTA,Income 35k-40k,Count,Households,18
SCWA - ARDEN PARK VISTA,Income 40k-45k,Count,Households,49
SCWA - ARDEN PARK VISTA,Income 45k-50k,Count,Households,162
SCWA - ARDEN PARK VISTA,Income 50k-60k,Count,Households,139
SCWA - ARDEN PARK VISTA,Income 60k-75k,Count,Households,187
SCWA - ARDEN PARK VISTA,Income 75k-100k,Count,Households,253
SCWA - ARDEN PARK VISTA,Income 100k-125k,Count,Households,465
SCWA - ARDEN PARK VISTA,Income 125k-150k,Count,Households,208
SCWA - ARDEN PARK VISTA,Income 150k-200k,Count,Households,416
SCWA - ARDEN PARK VISTA,Income Above 200k,Count,Households,1065
SCWA - ARDEN PARK VISTA,Income 0-25k,Count,Households,241
SCWA - ARDEN PARK VISTA,Income 25k-50k,Count,Households,330
SCWA - ARDEN PARK VISTA,Income 50k-75k,Count,Households,326
SCWA - ARDEN PARK VISTA,Income 0-50k,Count,Households,571
SCWA - ARDEN PARK VISTA,Income 50k-100k,Count,Households,579
SCWA - ARDEN PARK VISTA,Income 100k-150k,Count,Households,673
SCWA - ARDEN PARK VISTA,Mortgage - Total,Count,Households,1823
SCWA - ARDEN PARK VISTA,Mortgage - Housing Costs Over 30% Income,Count,Households,520
SCWA - ARDEN PARK VISTA,Mortgage - Housing Costs Over 50% Income,Count,Households,112
SCWA - ARDEN PARK VISTA,No Mortgage - Total,Count,Households,673
SCWA - ARDEN PARK VISTA,No Mortgage - Housing Costs Over 30% Income,Count,Households,76
SCWA - ARDEN PARK VISTA,No Mortgage - Housing Costs Over 50% Income,Count,Households,23
SCWA - ARDEN PARK VISTA,Rent - Total,Count,Households,807
SCWA - ARDEN PARK VISTA,Rent - Housing Costs Over 30% Income,Count,Households,384
SCWA - ARDEN PARK VISTA,Rent - Housing Costs Over 50% Income,Count,Households,225
SCWA - ARDEN PARK VISTA,All Households - Housing Costs Over 30% Income,Percent,Households,29.69
SCWA - ARDEN PARK VISTA,All Households - Housing Costs Over 50% Income,Percent,Households,10.9
SCWA - ARDEN PARK VISTA,Average Household Size,Hh Weighted,Household Weighted,2.424845516612799
SCWA - ARDEN PARK VISTA,Median Household Income,Hh Weighted,Household Weighted,139081.65196802403
SCWA - ARDEN PARK VISTA,Per Capita Income,Pop Weighted,Population Weighted,84548.46138496802
SCWA - LAGUNA/VINEYARD,Total Population,Count,Population,145495
SCWA - LAGUNA/VINEYARD,Hispanic / Latino,Count,Population,27502
SCWA - LAGUNA/VINEYARD,White,Count,Population,38496
SCWA - LAGUNA/VINEYARD,Black / African American,Count,Population,16568
SCWA - LAGUNA/VINEYARD,Native American,Count,Population,246
SCWA - LAGUNA/VINEYARD,Asian,Count,Population,50411
SCWA - LAGUNA/VINEYARD,Pacific Islander,Count,Population,2220
SCWA - LAGUNA/VINEYARD,Other / Multiple,Count,Population,10052
SCWA - LAGUNA/VINEYARD,Hispanic / Latino,Percent,Population,18.9
SCWA - LAGUNA/VINEYARD,White,Percent,Population,26.46
SCWA - LAGUNA/VINEYARD,Black / African American,Percent,Population,11.39
SCWA - LAGUNA/VINEYARD,Native American,Percent,Population,0.17
SCWA - LAGUNA/VINEYARD,Asian,Percent,Population,34.65
SCWA - LAGUNA/VINEYARD,Pacific Islander,Percent,Population,1.53
SCWA - LAGUNA/VINEYARD,Other / Multiple,Percent,Population,6.91
SCWA - LAGUNA/VINEYARD,Poverty - Total Assessed,Count,Population,145198
SCWA - LAGUNA/VINEYARD,Poverty - Below Level,Count,Population,14710
SCWA - LAGUNA/VINEYARD,Poverty - Above Level,Count,Population,130489
SCWA - LAGUNA/VINEYARD,Poverty Rate,Percent,Population,10.13
SCWA - LAGUNA/VINEYARD,Total Households,Count,Households,45137
SCWA - LAGUNA/VINEYARD,Income Below 10k,Count,Households,1692
SCWA - LAGUNA/VINEYARD,Income 10k-15k,Count,Households,666
SCWA - LAGUNA/VINEYARD,Income 15k-20k,Count,Households,742
SCWA - LAGUNA/VINEYARD,Income 20k-25k,Count,Households,878
SCWA - LAGUNA/VINEYARD,Income 25k-30k,Count,Households,839
SCWA - LAGUNA/VINEYARD,Income 30k-35k,Count,Households,1336
SCWA - LAGUNA/VINEYARD,Income 35k-40k,Count,Households,850
SCWA - LAGUNA/VINEYARD,Income 40k-45k,Count,Households,788
SCWA - LAGUNA/VINEYARD,Income 45k-50k,Count,Households,752
SCWA - LAGUNA/VINEYARD,Income 50k-60k,Count,Households,2363
SCWA - LAGUNA/VINEYARD,Income 60k-75k,Count,Households,3198
SCWA - LAGUNA/VINEYARD,Income 75k-100k,Count,Households,6037
SCWA - LAGUNA/VINEYARD,Income 100k-125k,Count,Households,5323
SCWA - LAGUNA/VINEYARD,Income 125k-150k,Count,Households,5057
SCWA - LAGUNA/VINEYARD,Income 150k-200k,Count,Households,6578
SCWA - LAGUNA/VINEYARD,Income Above 200k,Count,Households,8038
SCWA - LAGUNA/VINEYARD,Income 0-25k,Count,Households,3978
SCWA - LAGUNA/VINEYARD,Income 25k-50k,Count,Households,4565
SCWA - LAGUNA/VINEYARD,Income 50k-75k,Count,Households,5561
SCWA - LAGUNA/VINEYARD,Income 0-50k,Count,Households,8543
SCWA - LAGUNA/VINEYARD,Income 50k-100k,Count,Households,11598
SCWA - LAGUNA/VINEYARD,Income 100k-150k,Count,Households,10380
SCWA - LAGUNA/VINEYARD,Mortgage - Total,Count,Households,24581
SCWA - LAGUNA/VINEYARD,Mortgage - Housing Costs Over 30% Income,Count,Households,7232
SCWA - LAGUNA/VINEYARD,Mortgage - Housing Costs Over 50% Income,Count,Households,2916
SCWA - LAGUNA/VINEYARD,No Mortgage - Total,Count,Households,7878
SCWA - LAGUNA/VINEYARD,No Mortgage - Housing Costs Over 30% Income,Count,Households,861
SCWA - LAGUNA/VINEYARD,No Mortgage - Housing Costs Over 50% Income,Count,Households,471
SCWA - LAGUNA/VINEYARD,Rent - Total,Count,Households,12677
SCWA - LAGUNA/VINEYARD,Rent - Housing Costs Over 30% Income,Count,Households,6368
SCWA - LAGUNA/VINEYARD,Rent - Housing Costs Over 50% Income,Count,Households,3337
SCWA - LAGUNA/VINEYARD,All Households - Housing Costs Over 30% Income,Percent,Households,32.04
SCWA - LAGUNA/VINEYARD,All Households - Housing Costs Over 50% Income,Percent,Households,14.9
SCWA - LAGUNA/VINEYARD,Average Household Size,Hh Weighted,Household Weighted,3.2074469367308294
SCWA - LAGUNA/VINEYARD,Median Household Income,Hh Weighted,Household Weighted,114494.03008793297
SCWA - LAGUNA/VINEYARD,Per Capita Income,Pop Weighted,Population Weighted,41415.71495309661
SCWA MATHER-SUNRISE,Total Population,Count,Population,18249
SCWA MATHER-SUNRISE,Hispanic / Latino,Count,Population,2708
SCWA MATHER-SUNRISE,White,Count,Population,8114
SCWA MATHER-SUNRISE,Black / African American,Count,Population,1553
SCWA MATHER-SUNRISE,Native American,Count,Population,23
SCWA MATHER-SUNRISE,Asian,Count,Population,4507
SCWA MATHER-SUNRISE,Pacific Islander,Count,Population,164
SCWA MATHER-SUNRISE,Other / Multiple,Count,Population,1180
SCWA MATHER-SUNRISE,Hispanic / Latino,Percent,Population,14.84
SCWA MATHER-SUNRISE,White,Percent,Population,44.47
SCWA MATHER-SUNRISE,Black / African American,Percent,Population,8.51
SCWA MATHER-SUNRISE,Native American,Percent,Population,0.12
SCWA MATHER-SUNRISE,Asian,Percent,Population,24.7
SCWA MATHER-SUNRISE,Pacific Islander,Percent,Population,0.9
SCWA MATHER-SUNRISE,Other / Multiple,Percent,Population,6.47
SCWA MATHER-SUNRISE,Poverty - Total Assessed,Count,Population,18211
SCWA MATHER-SUNRISE,Poverty - Below Level,Count,Population,1005
SCWA MATHER-SUNRISE,Poverty - Above Level,Count,Population,17206
SCWA MATHER-SUNRISE,Poverty Rate,Percent,Population,5.52
SCWA MATHER-SUNRISE,Total Households,Count,Households,5503
SCWA MATHER-SUNRISE,Income Below 10k,Count,Households,228
SCWA MATHER-SUNRISE,Income 10k-15k,Count,Households,35
SCWA MATHER-SUNRISE,Income 15k-20k,Count,Households,97
SCWA MATHER-SUNRISE,Income 20k-25k,Count,Households,57
SCWA MATHER-SUNRISE,Income 25k-30k,Count,Households,68
SCWA MATHER-SUNRISE,Income 30k-35k,Count,Households,39
SCWA MATHER-SUNRISE,Income 35k-40k,Count,Households,12
SCWA MATHER-SUNRISE,Income 40k-45k,Count,Households,20
SCWA MATHER-SUNRISE,Income 45k-50k,Count,Households,36
SCWA MATHER-SUNRISE,Income 50k-60k,Count,Households,189
SCWA MATHER-SUNRISE,Income 60k-75k,Count,Households,320
SCWA MATHER-SUNRISE,Income 75k-100k,Count,Households,533
SCWA MATHER-SUNRISE,Income 100k-125k,Count,Households,645
